"UniqueKey","RECSTATUS","GlobalRecordId","FirstSaveLogonName","FirstSaveTime","LastSaveLogonName","LastSaveTime","FKEY","group_order","study_id_expo","trial_expo","active_igredient","order_active_ingredient","selectioncriteria","ABtradename","Frequency_of_administration","Intervaldays","TSactiveingredient","Ts_Conc","TstradeName","Administrationregime","ABpreparation","TSprepration","Concentration","Route","TS","More","PICO12","PICO34","PICO5","TeatpreparationbeforeDCTinfusion1","DepthofinsertionofDCTsyringecannula","TeatsprayordippingafterDCTinfusion"
119,1,c921476f-065f-4411-8c3a-2f7c3691ee08,ADDS\mafifi,4/21/2019 10:55:31 PM,ADDS\mafifi,4/21/2019 11:04:53 PM,71752424-48b3-465e-85f2-bb65166c0241,3,182,1,Spiramycin,3_Spiramycin,,,1,,,,,Blanket,Experimental,,500,Intra-mammary,False,"Specially prepared by May & Baker Ltd.
",Treatment,Not-used,Not-used,Not-reported,Not-reported,Yes
120,1,fb6c582b-2e9f-4c3d-95ed-c6d0d70eba6a,ADDS\mafifi,4/22/2019 2:30:38 AM,ADDS\mafifi,4/22/2019 2:55:56 AM,98eb6282-c99d-4ca1-8ee3-14c76871b8ee,1,212,1,Ab mixture,1_Ab mixture+TS,,,1,,,,,Blanket,Commercial,,,Intra-mammary,True,"Benestermycin, Orbenin Extra or Nafpenzal + an internal teat seal OrbeSeal",Not-used,Not-used,Treatment,Not-reported,Not-reported,Not-reported
121,1,26c44edb-8622-4b1f-b7ac-6aac3be5a8ad,ADDS\mafifi,4/22/2019 2:47:12 AM,ADDS\mafifi,6/24/2019 2:34:29 PM,98eb6282-c99d-4ca1-8ee3-14c76871b8ee,2,212,1,Ab mixture,2_Ab mixture,,,1,,,,,Blanket,Commercial,,,Intra-mammary,False,"Benestermycin, Orbenin Extra or Nafpenzal ",Not-used,Not-used,Control,Not-reported,Not-reported,Not-reported
122,1,0154868a-d382-47d6-8c2a-b6aa14217e00,ADDS\mafifi,4/22/2019 3:46:14 PM,ADDS\mafifi,4/22/2019 7:12:52 PM,459bea0c-500a-4570-9ecd-f4a746028465,1,349,1,TS only,1_TS only,,,,,bismuth subnitrate,65,Teatseal,,,Commercial,,,False,"Teatseal, Cross Vetpharm Group Ltd., Ireland)
",Control,Not-used,Not-used,Yes,Full,Yes
123,1,bd1b5526-246d-43e4-86f8-3a916147148f,ADDS\mafifi,4/22/2019 3:48:15 PM,ADDS\mafifi,4/22/2019 7:12:52 PM,459bea0c-500a-4570-9ecd-f4a746028465,2,349,1,Cephalonium,2_Cephalonium,,Cepravin Dry Cow,1,,,,,Blanket,Commercial,,250,Intra-mammary,False," Cepravin Dry Cow, ScheringPlough Ltd., UK
",Treatment,Not-used,Not-used,Yes,Full,Yes
124,1,a0cf4908-28ca-449e-9e7a-491d076df5d0,ADDS\mafifi,4/24/2019 12:24:43 AM,ADDS\mafifi,4/24/2019 12:28:54 AM,1d8a7fb4-1b39-449e-851c-bcd7cd0f9b23,1,353,1,Pen+strept,1_Pen+strept+TS,,Quartermaster,1,,bismuth subnitrate,,Orbeseal,Blanket,Commercial,Commercial,,Intra-mammary,True," Quartermaster; Pfizer Animal Health Inc.
Orbeseal; Pfizer Animal Health Inc.
",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
125,1,12a589b7-2573-4210-a8af-ab49a3e57454,ADDS\mafifi,4/24/2019 12:26:03 AM,ADDS\mafifi,4/24/2019 12:31:49 AM,1d8a7fb4-1b39-449e-851c-bcd7cd0f9b23,2,353,1,Ceftiofur,2_Ceftiofur+TS,,Spectramast DC,1,,bismuth subnitrate,,Orbeseal,Blanket,Commercial,Commercial,,Intra-mammary,True," Spectramast DC; Pfizer Animal Health Inc.
 Orbeseal; Pfizer Animal Health Inc.



",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
126,1,b510b495-876e-462d-b38f-795888dee855,ADDS\mafifi,4/24/2019 11:07:57 AM,ADDS\mafifi,4/24/2019 11:33:07 AM,5e69bf63-8599-4561-af83-166c453e863d,1,394,1,Tilmicosin,1_Tilmicosin,,Tilmicosin ,1,,,,,Blanket,Commercial,,1500,Intra-mammary,False," tilmicosin (5 ml, intramammary tilmicosin 30%, 1,500 mg, Razak, Tehran, IRAN)

",Treatment,Not-used,Not-used,Yes,Partial,Yes
127,1,fd039d4e-27e8-4c51-9869-0d3a66976bb5,ADDS\mafifi,4/24/2019 11:08:49 AM,ADDS\mafifi,4/24/2019 11:36:45 AM,5e69bf63-8599-4561-af83-166c453e863d,2,394,1,Cloxa,2_Cloxa,,cloxalmo,1,,,,,Blanket,Commercial,,500,Intra-mammary,False," 10 ml, 500 mg, intramammary cloxalmo, DC ointment; zistkimia CO., Tehran, IRAN)

",Treatment,Not-used,Not-used,Yes,Partial,Yes
128,1,c19a4474-d7ee-4e94-bd1c-5cd335373caa,ADDS\mafifi,4/24/2019 11:54:09 AM,ADDS\mafifi,9/10/2019 3:54:48 PM,66d27316-e4b5-43d6-a51a-6f1a6c52f24f,1,420,1,Pen+strept,1_Pen+strept,,,,,,,,,,,,,False,,Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
129,1,c18fb165-3235-4cc4-b49a-dd54c3e17ca9,ADDS\mafifi,4/24/2019 11:54:51 AM,ADDS\mafifi,9/10/2019 3:55:44 PM,66d27316-e4b5-43d6-a51a-6f1a6c52f24f,2,420,1,Framycetin+Penethamate hydroiodide+penicillin,_Framycetin+Penethamate hydroiodide+penicillin,,,,,,,,Blanket,Commercial,,,,False,,Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
130,1,63fb55fa-5417-452a-b312-83892d05994f,ADDS\mafifi,4/24/2019 12:51:49 PM,ADDS\mafifi,4/24/2019 1:04:31 PM,823f8db9-a258-4fe8-a9d6-47755f028e16,1,421,1,Tilmicosin,1_Tilmicosin,,Provel,1,,,,,Blanket,Commercial,,,Intra-mammary,False," Provel, a division of Eli Lilly, Guelph, Ontario

",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
131,1,9060ca59-9bfc-4de1-95bc-8c57975ddef8,ADDS\mafifi,4/24/2019 12:55:04 PM,ADDS\mafifi,4/24/2019 1:04:35 PM,823f8db9-a258-4fe8-a9d6-47755f028e16,2,421,1,Cloxa,2_Cloxa,, Dry-Clox,1,,,,,Blanket,Commercial,,,Intra-mammary,False," Dry-Clox; Ayerst Laboratories, Guelph

",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
132,1,a0112241-c333-4dfe-8135-1756949e507a,ADDS\mafifi,4/24/2019 2:31:59 PM,ADDS\mafifi,4/24/2019 5:20:35 PM,49ba4141-1afd-4cc4-86c6-8edc50feac1d,1,429,1,Naficillin+Pen+Strept,1_Naficillin+Pen+Strept,,,1,,,,,Blanket,Commercial,,300100100,Intra-mammary,False, Procaine benzylpenicillin 297.92 mg(300 000 IU)+  nafcillin 100 mg + hydrostreptomycin 100 mg,Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
133,1,74278653-72e6-413e-8ba1-d459252d4740,ADDS\mafifi,4/24/2019 2:33:23 PM,ADDS\mafifi,5/7/2019 3:53:15 AM,49ba4141-1afd-4cc4-86c6-8edc50feac1d,2,429,1,Cephalexin+Neomycin,2_Cephalexin+Neomycin,,,1,,,,,Blanket,Commercial,,250250,Intra-mammary,False," Cephalexin 250 mg and neomycin sulphate 250 mg

",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
134,1,dbddb8ca-6bbd-4c71-82fa-50b1828540fd,ADDS\mafifi,4/24/2019 2:38:55 PM,ADDS\mafifi,5/7/2019 3:53:18 AM,49ba4141-1afd-4cc4-86c6-8edc50feac1d,3,429,1,Pen+strept,3_Pen+strept,,,,,,,,Blanket,,,,,False,,Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
135,1,4cfd1e8d-46ff-4bc6-b63a-961060eed252,ADDS\mafifi,4/24/2019 2:39:56 PM,ADDS\mafifi,5/7/2019 3:55:00 AM,49ba4141-1afd-4cc4-86c6-8edc50feac1d,4,429,1,Cloxa,4_Cloxa,,,1,,,,,Blanket,Experimental,,600,Intra-mammary,False," Specially processed cloxacillin 600 mg (benzathine salt)  in a long-acting base with 3 % aluminium mono-stearate


",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
136,1,d2e70a0e-b2fb-4c28-a7e6-eb0048ddc95a,ADDS\mafifi,4/24/2019 2:41:29 PM,ADDS\mafifi,5/7/2019 3:55:10 AM,49ba4141-1afd-4cc4-86c6-8edc50feac1d,5,429,1,Cephalonium,5_Cephalonium,,,1,,,,,Blanket,Commercial,,250,Intra-mammary,False,,Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
137,1,881f732b-a84f-477c-a1c7-6ff070b9c878,ADDS\mafifi,4/24/2019 2:43:51 PM,ADDS\mafifi,5/7/2019 3:56:45 AM,49ba4141-1afd-4cc4-86c6-8edc50feac1d,6,429,1,Cloxa+Ampicillin,6_Cloxa+Ampicillin,,,1,,,,,Blanket,Commercial,,500250,Intra-mammary,False,"Cloxacillin (benzathine salt) 500 mg + ampicillin 250 mg

",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
138,1,e5cc8152-830b-433e-9d41-ab9ef8f1cf8c,ADDS\mafifi,4/30/2019 7:08:45 PM,ADDS\mafifi,5/12/2019 7:29:09 PM,921e6e09-c87e-4648-8f0d-af6c2b904773,1,472,1,PenicillinG,1_PenicillinG,,,1,,,,,Blanket,Experimental,,100000,Intra-mammary,False,,Treatment,Not-used,Not-used,Not-reported,Not-reported,Yes
139,1,beda30ee-1761-4391-9af8-cff14a345be5,ADDS\mafifi,4/30/2019 7:09:27 PM,ADDS\mafifi,5/6/2019 5:15:45 PM,921e6e09-c87e-4648-8f0d-af6c2b904773,2,472,1,PenicillinG,2_PenicillinG,,,1,,,,,Blanket,Experimental,,200000,Intra-mammary,False,,Treatment,Not-used,Not-used,Not-reported,Not-reported,Yes
140,1,cf310096-4432-40d6-aa21-3e2b77d66509,ADDS\mafifi,4/30/2019 7:09:51 PM,ADDS\mafifi,5/6/2019 5:15:06 PM,921e6e09-c87e-4648-8f0d-af6c2b904773,3,472,1,PenicillinG,3_PenicillinG,,,1,,,,,Blanket,Experimental,,400000,Intra-mammary,False,,Treatment,Not-used,Not-used,Not-reported,Not-reported,Yes
141,1,19f0ffce-110c-44e7-9764-15a4f9590257,ADDS\mafifi,4/30/2019 7:11:04 PM,ADDS\mafifi,5/6/2019 5:14:23 PM,921e6e09-c87e-4648-8f0d-af6c2b904773,4,472,1,Novobiocin,4_Novobiocin,,,1,,,,,Blanket,Experimental,,400,Intra-mammary,False,,Treatment,Not-used,Not-used,Not-reported,Not-reported,Yes
142,1,0c53ae29-7256-4f97-a0fb-82dad1dd9a52,ADDS\mafifi,4/30/2019 7:11:22 PM,ADDS\mafifi,5/6/2019 5:13:44 PM,921e6e09-c87e-4648-8f0d-af6c2b904773,5,472,1,Novobiocin,5_Novobiocin,,,1,,,,,Blanket,Experimental,,600,Intra-mammary,False,,Treatment,Not-used,Not-used,Not-reported,Not-reported,Yes
143,1,83632348-57a6-4323-84eb-240ae39bf136,ADDS\mafifi,4/30/2019 7:13:06 PM,ADDS\mafifi,5/6/2019 5:13:25 PM,921e6e09-c87e-4648-8f0d-af6c2b904773,6,472,1,Novobiocin+Pen,6_Novobiocin+Pen,,,1,,,,,Blanket,Experimental,,100400,Intra-mammary,False,100000 I.U. penicillin+  400 mg  novobiocin,Treatment,Not-used,Not-used,Not-reported,Not-reported,Yes
144,1,eac7c0ea-6214-4762-b48f-f9ff3b4a8469,ADDS\mafifi,4/30/2019 7:34:04 PM,ADDS\mafifi,5/6/2019 5:12:43 PM,921e6e09-c87e-4648-8f0d-af6c2b904773,7,472,1,Novobiocin+Pen,7_Novobiocin+Pen,,,1,,,,,Blanket,Experimental,,200400,Intra-mammary,False,200000 I.U. penicillin+  400 mg  novobiocin,Treatment,Not-used,Not-used,Not-reported,Not-reported,Yes
145,1,5ea0d5e1-e811-42ff-98b3-ec0f38e015a4,ADDS\mafifi,4/30/2019 7:36:13 PM,ADDS\mafifi,5/6/2019 5:12:10 PM,921e6e09-c87e-4648-8f0d-af6c2b904773,8,472,1,Novobiocin+Pen,8_Novobiocin+Pen,,,1,,,,,Blanket,Experimental,,400400,Intra-mammary,False,400000 I.U. penicillin+  400 mg  novobiocin,Treatment,Not-used,Not-used,Not-reported,Not-reported,Yes
146,1,3a742176-c118-4cf8-8306-f8578aad0222,ADDS\mafifi,4/30/2019 7:36:52 PM,ADDS\mafifi,5/6/2019 5:11:24 PM,921e6e09-c87e-4648-8f0d-af6c2b904773,9,472,1,-ve control,9_-ve control,,,,,,,,,,,,,False,,Control,Not-used,Not-used,Not-reported,Not-reported,Yes
147,1,2c05b9d5-0a87-4d58-a06c-991df9cd5235,ADDS\mafifi,5/7/2019 1:59:58 AM,ADDS\mafifi,5/9/2019 5:49:51 AM,60d16505-d448-4240-97b4-f18cf114a547,1,334,1,-ve control,1_-ve control,,,,,,,,,,,,,False,,Control,Not-used,Not-used,Not-reported,Not-reported,Not-reported
148,1,2659bc69-5246-4849-b53d-9756c8ef60c1,ADDS\mafifi,5/7/2019 2:00:12 AM,ADDS\mafifi,5/9/2019 5:52:45 AM,60d16505-d448-4240-97b4-f18cf114a547,2,334,1,Pen+strept,2_Pen+strept,,,2,7,,,,Blanket,Experimental,,200100,Intra-mammary,False,"200,000 IU procaine penicillin G + 100 mg dihydrostreptomycin + 35 mg hydrocortisone acetate, 200 mg polyvinylpyrrolidone, 10 mg methylparaben and 5 mg propylparaben in a milk miscible base",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
149,1,77ef3ed1-7ca7-4189-9780-7960ea561404,ADDS\mafifi,5/7/2019 4:30:13 PM,ADDS\mafifi,5/7/2019 4:43:56 PM,5c2dc0cd-3457-46f1-a90c-2cf65eb4ee3e,1,523,1,Pen+neomycin,1_Pen+neomycin,,Neopen,1,,,,,Blanket,Commercial,,500325,Intra-mammary,False,neomycin sulphate (500mg) +  the  henzathine salt of penicillin V (325.000 IU),Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
150,1,f8f03fcf-0fca-403c-9145-ddce56e45071,ADDS\mafifi,5/7/2019 4:30:59 PM,ADDS\mafifi,5/28/2019 12:25:21 PM,5c2dc0cd-3457-46f1-a90c-2cf65eb4ee3e,2,523,1,Cloxa,2_Cloxa,,Orbenin Dry Cow,1,,,,,Blanket,Commercial,,500,Intra-mammary,False,Orbenin Dry Cow,Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
151,1,498b4c7d-1950-42f2-bf83-80a6e6df4b4f,ADDS\mafifi,5/7/2019 4:33:47 PM,ADDS\mafifi,5/28/2019 12:25:24 PM,5c2dc0cd-3457-46f1-a90c-2cf65eb4ee3e,3,523,1,-ve control,3_-ve control,,,,,,,,,,,,,False,,Control,Not-used,Not-used,Not-reported,Not-reported,Not-reported
152,1,9a0be078-c497-43b4-b125-f81e504e6196,ADDS\mafifi,5/7/2019 7:17:25 PM,ADDS\mafifi,5/8/2019 1:05:35 PM,c0b85cdf-6018-4b52-afcc-3d42c7aeaf50,1,529,1,Cloxa,1_Cloxa+TS,,,1,,,,,,Commercial,,,Intra-mammary,True,OrbeSeal+ Orbenin EDC,Not-used,Not-used,Treatment,Not-reported,Not-reported,Not-reported
153,1,09cbd5db-fad1-43ba-bf75-8c02b119a49c,ADDS\mafifi,5/7/2019 7:21:46 PM,ADDS\mafifi,5/8/2019 1:06:29 PM,c0b85cdf-6018-4b52-afcc-3d42c7aeaf50,2,529,1,Cloxa,2_Cloxa,,Orbenin EDC,1,,,,,Blanket,Commercial,,,Intra-mammary,False,,Not-used,Not-used,Control,Not-reported,Not-reported,Not-reported
154,1,d493b14c-364d-42dc-85ad-1cc1c7dedc26,ADDS\mafifi,5/8/2019 1:55:19 PM,ADDS\mafifi,5/8/2019 2:04:27 PM,e16a37f0-f169-4172-8e3e-c9c4d1e57225,1,562,1,Spiramycin + Strept,1_Spiramycin + Strept,,,1,,,,,Blanket,,,25005000,IM,False, 2500 mg spiramycin adipate + 5000 mg streptomycin sulphate,Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
155,1,68629c3d-59e0-4f52-a70c-1f110a0d5975,ADDS\mafifi,5/8/2019 1:57:37 PM,ADDS\mafifi,5/8/2019 2:11:10 PM,e16a37f0-f169-4172-8e3e-c9c4d1e57225,2,562,1,-ve control,_-ve control,,,,,,,,,,,,,False,,Control,Not-used,Not-used,Not-reported,Not-reported,Not-reported
156,1,06556549-ce1d-4317-84fe-230bd3c4770c,ADDS\mafifi,5/8/2019 3:02:03 PM,ADDS\mafifi,5/9/2019 12:23:20 AM,e878590f-6a08-4f00-8edb-4e87f1d89bd9,1,564,1,-ve control,1_-ve control,,,,,,,,,,,,,False,,Control,Not-used,Not-used,Not-reported,Not-reported,Not-reported
157,1,530a3016-e8c1-4f47-8581-17467cb9a296,ADDS\mafifi,5/8/2019 3:03:13 PM,ADDS\mafifi,5/9/2019 12:26:52 AM,e878590f-6a08-4f00-8edb-4e87f1d89bd9,2,564,1,Novobiocin,2_Novobiocin,,,1,,,,,Blanket,Commercial,,400,Intra-mammary,False,"The Upjohn Co., Kalamazoo, MI",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
158,1,8d79819c-ccdc-447e-8621-bbc055cde774,ADDS\mafifi,5/8/2019 3:04:35 PM,ADDS\mafifi,5/9/2019 12:28:03 AM,e878590f-6a08-4f00-8edb-4e87f1d89bd9,3,564,1,Cephapirin,3_Cephapirin,,Syracuse,1,,,,,Blanket,Commercial,,300,Intra-mammary,False,"Bristol-Meyers Co., Syracuse, NY
",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
159,1,55c36aa1-9fb4-4bca-97a0-f85d34da98dd,ADDS\mafifi,5/8/2019 3:05:59 PM,ADDS\mafifi,5/9/2019 12:29:27 AM,e878590f-6a08-4f00-8edb-4e87f1d89bd9,4,564,1,Pen+strept,4_Pen+strept,,,1,,,,,Blanket,Commercial,,1001,Intra-mammary,False,"1 g dihydrostreptomycin + 1 million units procaine penicillin G (The Upjohn Co. by Hamilton Pharmacal Co., Hamilton, NY).",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
160,1,c36d8954-503f-4284-b615-bc0cee1ba2ff,ADDS\mafifi,5/9/2019 1:32:06 AM,ADDS\mafifi,11/27/2019 7:30:23 PM,6c37cc23-b51a-4865-b992-c700a6841f28,1,571,1,-ve control,1_-ve control,,,,,,,,,,,,,False,,Control,Not-used,Not-used,Yes,Not-reported,Yes
161,1,806c83fb-f4ac-4102-be93-7c170dc8b11f,ADDS\mafifi,5/9/2019 1:32:44 AM,ADDS\mafifi,11/27/2019 7:30:26 PM,6c37cc23-b51a-4865-b992-c700a6841f28,2,571,1,Cephalonium,2_Cephalonium+TS,,Cepravin ,1,,,,,Blanket,Commercial,,250,Intra-mammary,True,"Cepravin Drycow; Mallinckrodt Veterinary Ltd, Wellington, New Zealand",Treatment,Not-used,Not-used,Yes,Full,Yes
162,1,74527521-dbae-4063-b766-57bcd47cdd67,ADDS\mafifi,5/9/2019 1:33:20 AM,ADDS\mafifi,11/27/2019 7:28:28 PM,6c37cc23-b51a-4865-b992-c700a6841f28,3,571,1,TS only,3_TS only,,,,,bismuth subnitrate,65,Teatseal,,,Commercial,,,False,"Teatseal""; Bimeda (NZ) Ltd
",Control,Not-used,Not-used,Yes,Full,Yes
163,1,8a9bf66c-9895-4bc7-99ac-92cddc96134b,ADDS\mafifi,5/9/2019 2:12:36 AM,ADDS\mafifi,6/21/2019 5:04:22 AM,498e2aeb-19ba-4840-80e8-a161a8666013,1,578,1,-ve control,1_-ve control,,,,,,,,,,,,,False,,Control,Not-used,Not-used,Yes,Not-reported,Yes
164,1,21fc10eb-b4fb-4cff-894a-2a42b9fd1152,ADDS\mafifi,5/9/2019 2:15:15 AM,ADDS\mafifi,6/21/2019 5:03:59 AM,498e2aeb-19ba-4840-80e8-a161a8666013,2,578,1,Cephalonium,2_Cephalonium,,Cefamaster,1,,,,,Blanket,Commercial,,250,Intra-mammary,False," Cefamaster; Merial, Manukau City, Auckland, NZ",Treatment,Not-used,Not-used,Yes,Not-reported,Yes
165,1,565e7d29-0e3a-495e-b0bc-e958b237c02b,ADDS\mafifi,5/9/2019 2:16:07 AM,ADDS\mafifi,6/21/2019 5:04:01 AM,498e2aeb-19ba-4840-80e8-a161a8666013,3,578,1,Cephalonium,3_Cephalonium,,Cepravin Dry Cow,1,,,,,Blanket,Commercial,,250,Intra-mammary,False,"Cepravin Dry Cow; Intervet Schering-Plough, Upper Hutt, NZ",Treatment,Not-used,Not-used,Yes,Not-reported,Yes
166,1,eb65cdb7-259a-4f1c-a88a-bad37786ac37,ADDS\mafifi,5/11/2019 3:52:14 AM,ADDS\mafifi,5/12/2019 2:15:39 PM,004fe0de-841e-4bcc-834a-66c99d69a2e4,1,581,1,Pen+strept,1_Pen+strept+TS,,Quartermaster,1,,bismuth subnitrate,,Orbeseal,Blanket,Commercial,Commercial,11,Intra-mammary,True,"1,000,000 IU of procaine penicillin G + 1 g of dihydrostreptomycin
Quartermaster (QT; Pfizer Animal Health, New York, NY)
Orbeseal; Pfizer Animal Health

",Treatment,Not-used,Not-used,Yes,Not-reported,Yes
167,1,1a9205cb-b901-4663-a335-a50e0134928c,ADDS\mafifi,5/11/2019 4:02:42 AM,ADDS\mafifi,5/12/2019 2:20:48 PM,004fe0de-841e-4bcc-834a-66c99d69a2e4,2,581,1,Ceftiofur,2_Ceftiofur+TS,,Spectramast DC,1,,bismuth subnitrate,,Orbeseal,Blanket,Commercial,Commercial,500,Intra-mammary,True," Spectramast DC (SP; Pfizer Animal Health) + Orbeseal; Pfizer Animal Health


",Treatment,Not-used,Not-used,Yes,Not-reported,Yes
168,1,2b15171f-b7f8-4333-92f3-aaa9af108293,ADDS\mafifi,5/11/2019 4:04:18 AM,ADDS\mafifi,5/12/2019 2:24:44 PM,004fe0de-841e-4bcc-834a-66c99d69a2e4,3,581,1,Cephapirin,3_Cephapirin+TS,,ToMorrow ,1,,bismuth subnitrate,,Orbeseal,Blanket,Commercial,Commercial,300,Intra-mammary,True,"ToMorrow Dry Cow (TM; Boehringer Ingelheim Vetmedica Inc., St. Joseph, MO + Orbeseal; Pfizer Animal Health
",Treatment,Not-used,Not-used,,,
169,1,75fa1cad-43e2-4ed3-9182-579620d639b0,ADDS\mafifi,5/12/2019 2:40:32 PM,ADDS\mafifi,6/13/2020 10:19:05 PM,b5bc6253-dcab-4a46-bb82-809a9053227a,1,627,1,Ab mixture,1_Ab mixture,,,,,,,,,,,,,False,,Not-used,Not-used,Control,Not-reported,Not-reported,Not-reported
170,1,9a76ca97-1bd3-4184-b28b-cd16792cefab,ADDS\mafifi,5/13/2019 1:38:56 AM,ADDS\mafifi,10/30/2019 8:04:59 PM,35a5f634-70b4-49c4-b345-dfce9fb9fd3d,1,286,1,Ab mixture,1_Ab mixture,,,,,,,,,,,,,False,,Not-used,Not-used,Control,Not-reported,Not-reported,Not-reported
171,1,4fb0db4e-ee55-4380-8464-6544a890ba6a,ADDS\mafifi,5/13/2019 1:39:56 AM,ADDS\mafifi,10/30/2019 8:13:36 PM,35a5f634-70b4-49c4-b345-dfce9fb9fd3d,2,286,1,Ab mixture,2_Ab mixture+TS,,,,,,,,,,,,,True,,Not-used,Not-used,Treatment,Not-reported,Not-reported,Not-reported
172,1,bec5fbd8-ccd2-4795-a3f9-d3b34023efdd,ADDS\mafifi,5/13/2019 6:01:37 AM,ADDS\mafifi,9/10/2019 5:25:28 PM,f9850073-745f-4614-acfb-cedffd74b618,1,196,1,TS only,1_TS only,,,,,bismuth subnitrate,7.5,Osmonds ,,,Commercial,,,False,"Osmonds Teat Seal. Osmonds Ltd., Broomhill Road, Tallaght, Co. Dublin",Control,Not-used,Not-used,Not-reported,Not-reported,Not-reported
173,1,163ed3b6-779d-4dc5-a1a2-13d1f5abb406,ADDS\mafifi,5/13/2019 6:05:03 AM,ADDS\mafifi,9/10/2019 5:25:24 PM,f9850073-745f-4614-acfb-cedffd74b618,1,196,1,Cloxa,1_Cloxa,,Orbenin D.C,1,,,,,Blanket,Commercial,,,Intra-mammary,False,"Orbenin D.C. Beecham Anir .I Health , 48 Lower Mount Street, Dublin",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
174,1,b9ae7960-072d-42a8-9484-d6e643bbfe27,ADDS\mafifi,5/13/2019 6:14:08 AM,ADDS\mafifi,5/13/2019 6:37:16 AM,ff341110-d15e-4a43-8ed9-1dae632226dc,1,196,2,Penicillin+ Penethamate+Neomycin,1_Penicillin+ Penethamate+Neomycin,,Osmonds D.C,1,,,,,Blanket,Commercial,,400100100,Intra-mammary,False,"procaine penicillin G 400,000 i.u.+ penethamate, 100 mg. and neomycin sulphate 100 mg
Osmonds D.C.; Osmonds Ltd., Broomhill Road, Tallaght  Co. Dublin 
",Not-used,Not-used,Control,Not-reported,Not-reported,Not-reported
175,1,668e6617-ad4d-4add-9b70-c62ff428fb6d,ADDS\mafifi,5/13/2019 6:19:09 AM,ADDS\mafifi,5/13/2019 6:37:26 AM,ff341110-d15e-4a43-8ed9-1dae632226dc,2,196,2,Penicillin+ Penethamate+Neomycin,2_Penicillin+ Penethamate+Neomycin+TS,,Osmonds Modified Teat Seal,1,,bismuth subnitrate,,Osmonds Modified Teat Seal,Blanket,Commercial,Commercial,400100100,Intra-mammary,True,"Osmonds Modified Teat Seal; Osmonds Ltd. Broomhill Road, Tallaght, Co. Dublin ",Not-used,Not-used,Treatment,Not-reported,Not-reported,Not-reported
176,1,76b10704-28d9-401a-aef7-6ba376792ad0,ADDS\mafifi,5/13/2019 7:30:12 AM,ADDS\mafifi,5/13/2019 7:34:37 AM,a28b7cfd-34b3-4235-b845-14adeb8df14d,1,196,3,Pen+strept,1_Pen+strept+TS,,,1,,,,,Blanket,,,30030,Intra-mammary,True,"Procaine Penicillin G 300,000 i.u. and dihydrostreptomycin, as sulphate(0.3 g)",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
177,1,30f1e92e-ff1c-4eb8-a7ca-88d28adcedd9,ADDS\mafifi,5/13/2019 7:31:50 AM,ADDS\mafifi,5/13/2019 7:34:40 AM,a28b7cfd-34b3-4235-b845-14adeb8df14d,2,196,3,-ve control,2_-ve control,,,,,,,,,,,,,False,,Control,Not-used,Not-used,Not-reported,Not-reported,Not-reported
178,1,299ca20a-cadd-450c-aab7-9a30a5cab50d,ADDS\mafifi,5/13/2019 8:01:32 AM,ADDS\mafifi,5/13/2019 8:03:18 AM,30f720bd-af2d-4325-a419-87ca8d7f0964,1,196,4,Penicillin+ Penethamate+Neomycin,1_Penicillin+ Penethamate+Neomycin,,Osmonds D.C,1,,,,,Blanket,Commercial,,400100100,Intra-mammary,False,"Procaine penicillin G 400,000 i.u.j penethamate hydriodide 100 mg and neomycin sulphate 100 mg
Osmonds D.C.; Osmonds Ltd., Broomhill Road, Tallaght Co. Dublin


",Not-used,Not-used,Control,Not-reported,Not-reported,Not-reported
179,1,355ff01d-574b-49aa-b9ad-376d2f39b4a6,ADDS\mafifi,5/13/2019 8:03:50 AM,ADDS\mafifi,5/13/2019 8:05:48 AM,30f720bd-af2d-4325-a419-87ca8d7f0964,2,196,4,Penicillin+ Penethamate+Neomycin,2_Penicillin+ Penethamate+Neomycin+TS,,,,,,,,,,,,,True,"procaine penicillin G 400,000 i.u.j penethamate hydriodide 100 mg and neomycin sulphate 100 mg",Not-used,Not-used,Treatment,Not-reported,Not-reported,Not-reported
